Code,Borough,Year,Offences,Rate,Number_of_offences
E09000029,Sutton,2000-01,Drugs,1.6,294
E09000030,Tower Hamlets,2000-01,Drugs,5,986
E09000031,Waltham Forest,2000-01,Drugs,2.4,522
E09000032,Wandsworth,2000-01,Drugs,2.4,632
E09000033,Westminster,2000-01,Drugs,13.2,"2,596"
#N/A,Heathrow,2000-01,Drugs,n/a,44
E13000001,Inner London,2000-01,Drugs,4.9,"13,837"
E13000002,Outer London,2000-01,Drugs,2.2,"9,744"
E12000007,Met Police Area,2000-01,Drugs,3.3,"23,626"
727,England and Wales,2000-01,Drugs,n/a,n/a
E09000002,Barking and Dagenham,2001-02,Drugs,2.8,467
E09000003,Barnet,2001-02,Drugs,1.7,546
E09000004,Bexley,2001-02,Drugs,2,437
E09000005,Brent,2001-02,Drugs,3.8,"1,021"
E09000006,Bromley,2001-02,Drugs,1.7,506
E09000007,Camden,2001-02,Drugs,6.5,"1,315"
E09000008,Croydon,2001-02,Drugs,2.3,760
E09000009,Ealing,2001-02,Drugs,2.5,762
E09000010,Enfield,2001-02,Drugs,2,545
E09000011,Greenwich,2001-02,Drugs,4.1,884
E09000012,Hackney,2001-02,Drugs,4.7,969
E09000013,Hammersmith and Fulham,2001-02,Drugs,5.2,884
E09000014,Haringey,2001-02,Drugs,6.8,"1,507"
E09000015,Harrow,2001-02,Drugs,2.1,445
E09000016,Havering,2001-02,Drugs,2.4,539
E09000017,Hillingdon,2001-02,Drugs,2.2,535
E09000018,Hounslow,2001-02,Drugs,3.1,667
E09000019,Islington,2001-02,Drugs,5.1,915
E09000020,Kensington and Chelsea,2001-02,Drugs,4.2,688
E09000021,Kingston upon Thames,2001-02,Drugs,2.5,378
E09000022,Lambeth,2001-02,Drugs,6.3,"1,733"
E09000023,Lewisham,2001-02,Drugs,2.9,749
E09000024,Merton,2001-02,Drugs,1.3,252
E09000025,Newham,2001-02,Drugs,4.4,"1,091"
E09000026,Redbridge,2001-02,Drugs,1.7,405
E09000027,Richmond upon Thames,2001-02,Drugs,2.3,397
E09000028,Southwark,2001-02,Drugs,4.4,"1,138"
E09000029,Sutton,2001-02,Drugs,1.4,255
E09000030,Tower Hamlets,2001-02,Drugs,5.5,"1,100"
E09000031,Waltham Forest,2001-02,Drugs,3.1,680
E09000032,Wandsworth,2001-02,Drugs,3,812
E09000033,Westminster,2001-02,Drugs,13.6,"2,761"
#N/A,Heathrow,2001-02,Drugs,n/a,61
E13000001,Inner London,2001-02,Drugs,5.5,"15,662"
E13000002,Outer London,2001-02,Drugs,2.3,"10,481"
E12000007,Met Police Area,2001-02,Drugs,3.6,"26,208"
727,England and Wales,2001-02,Drugs,n/a,n/a
E09000002,Barking and Dagenham,2002-03,Drugs,5.2,868
E09000003,Barnet,2002-03,Drugs,1.9,622
E09000004,Bexley,2002-03,Drugs,2.3,512
E09000005,Brent,2002-03,Drugs,4,"1,076"
E09000006,Bromley,2002-03,Drugs,1.8,546
E09000007,Camden,2002-03,Drugs,8,"1,627"
E09000008,Croydon,2002-03,Drugs,3.4,"1,141"
E09000009,Ealing,2002-03,Drugs,3.2,976
E09000010,Enfield,2002-03,Drugs,2.7,746
E09000011,Greenwich,2002-03,Drugs,3.1,684
E09000012,Hackney,2002-03,Drugs,6,"1,256"
E09000013,Hammersmith and Fulham,2002-03,Drugs,6.7,"1,160"
E09000014,Haringey,2002-03,Drugs,11.6,"2,598"
E09000015,Harrow,2002-03,Drugs,2.1,452
E09000016,Havering,2002-03,Drugs,1.9,424
E09000017,Hillingdon,2002-03,Drugs,3.1,774
E09000018,Hounslow,2002-03,Drugs,3.8,815
E09000019,Islington,2002-03,Drugs,5.3,952
E09000020,Kensington and Chelsea,2002-03,Drugs,5.7,936
E09000021,Kingston upon Thames,2002-03,Drugs,2.5,377
E09000022,Lambeth,2002-03,Drugs,11.6,"3,167"
E09000023,Lewisham,2002-03,Drugs,4.1,"1,049"
E09000024,Merton,2002-03,Drugs,1.3,247
E09000025,Newham,2002-03,Drugs,4.5,"1,139"
E09000026,Redbridge,2002-03,Drugs,2.4,583
E09000027,Richmond upon Thames,2002-03,Drugs,2.1,376
E09000028,Southwark,2002-03,Drugs,5.4,"1,382"
E09000029,Sutton,2002-03,Drugs,1.4,259
E09000030,Tower Hamlets,2002-03,Drugs,6.4,"1,332"
E09000031,Waltham Forest,2002-03,Drugs,3.4,765
E09000032,Wandsworth,2002-03,Drugs,4.7,"1,296"
E09000033,Westminster,2002-03,Drugs,14.9,"3,101"
#N/A,Heathrow,2002-03,Drugs,n/a,73
E13000001,Inner London,2002-03,Drugs,7.3,"20,995"
E13000002,Outer London,2002-03,Drugs,2.7,"12,243"
E12000007,Met Police Area,2002-03,Drugs,4.5,"33,321"
727,England and Wales,2002-03,Drugs,21.1,"1,109,370"
E09000002,Barking and Dagenham,2003-04,Drugs,4.7,782
E09000003,Barnet,2003-04,Drugs,2,633
E09000004,Bexley,2003-04,Drugs,2.2,481
E09000005,Brent,2003-04,Drugs,3.8,"1,025"
E09000006,Bromley,2003-04,Drugs,1.9,571
E09000007,Camden,2003-04,Drugs,9.2,"1,876"
E09000008,Croydon,2003-04,Drugs,2.6,861
E09000009,Ealing,2003-04,Drugs,2.6,814
E09000010,Enfield,2003-04,Drugs,2,556
E09000011,Greenwich,2003-04,Drugs,2.5,571
E09000012,Hackney,2003-04,Drugs,7.8,"1,655"
E09000013,Hammersmith and Fulham,2003-04,Drugs,6.8,"1,165"
E09000014,Haringey,2003-04,Drugs,10,"2,244"
E09000015,Harrow,2003-04,Drugs,1.5,324
E09000016,Havering,2003-04,Drugs,2.1,472
E09000017,Hillingdon,2003-04,Drugs,2.6,650
E09000018,Hounslow,2003-04,Drugs,3,643
E09000019,Islington,2003-04,Drugs,6.1,"1,101"
E09000020,Kensington and Chelsea,2003-04,Drugs,6.2,"1,019"
E09000021,Kingston upon Thames,2003-04,Drugs,2.3,350
E09000022,Lambeth,2003-04,Drugs,10.7,"2,904"
E09000023,Lewisham,2003-04,Drugs,4.8,"1,198"
E09000024,Merton,2003-04,Drugs,2,387
E09000025,Newham,2003-04,Drugs,4.9,"1,261"
E09000026,Redbridge,2003-04,Drugs,2.2,550
E09000027,Richmond upon Thames,2003-04,Drugs,2.3,405
E09000028,Southwark,2003-04,Drugs,6.5,"1,669"
E09000029,Sutton,2003-04,Drugs,1.9,341
E09000030,Tower Hamlets,2003-04,Drugs,5.6,"1,178"
E09000031,Waltham Forest,2003-04,Drugs,2.7,605
E09000032,Wandsworth,2003-04,Drugs,3.7,"1,038"
E09000033,Westminster,2003-04,Drugs,13.8,"2,919"
#N/A,Heathrow,2003-04,Drugs,n/a,84
E13000001,Inner London,2003-04,Drugs,7.3,"21,227"
E13000002,Outer London,2003-04,Drugs,2.5,"11,021"
E12000007,Met Police Area,2003-04,Drugs,4.4,"32,332"
727,England and Wales,2003-04,Drugs,22.8,"1,205,576"
E09000002,Barking and Dagenham,2004-05,Drugs,2.5,418
E09000003,Barnet,2004-05,Drugs,2.5,808
E09000004,Bexley,2004-05,Drugs,2.3,500
E09000005,Brent,2004-05,Drugs,4.8,"1,298"
E09000006,Bromley,2004-05,Drugs,2.4,724
E09000007,Camden,2004-05,Drugs,7.5,"1,547"
E09000008,Croydon,2004-05,Drugs,2.3,782
E09000009,Ealing,2004-05,Drugs,3.6,"1,117"
E09000010,Enfield,2004-05,Drugs,2,553
E09000011,Greenwich,2004-05,Drugs,4.1,937
E09000012,Hackney,2004-05,Drugs,9.9,"2,105"
E09000013,Hammersmith and Fulham,2004-05,Drugs,5.1,872
E09000014,Haringey,2004-05,Drugs,7.6,"1,728"
E09000015,Harrow,2004-05,Drugs,1.7,376
E09000016,Havering,2004-05,Drugs,2.2,505
E09000017,Hillingdon,2004-05,Drugs,2.5,614
E09000018,Hounslow,2004-05,Drugs,2.9,643
E09000019,Islington,2004-05,Drugs,6,"1,094"
E09000020,Kensington and Chelsea,2004-05,Drugs,6.3,"1,046"
E09000021,Kingston upon Thames,2004-05,Drugs,2.4,364
E09000022,Lambeth,2004-05,Drugs,9.9,"2,728"
E09000023,Lewisham,2004-05,Drugs,5.6,"1,420"
E09000024,Merton,2004-05,Drugs,1.8,346
E09000025,Newham,2004-05,Drugs,4.5,"1,134"
E09000026,Redbridge,2004-05,Drugs,2,490
E09000027,Richmond upon Thames,2004-05,Drugs,1.7,299
E09000028,Southwark,2004-05,Drugs,6.3,"1,608"
E09000029,Sutton,2004-05,Drugs,2.1,379
E09000030,Tower Hamlets,2004-05,Drugs,5.2,"1,099"
E09000031,Waltham Forest,2004-05,Drugs,4.2,937
E09000032,Wandsworth,2004-05,Drugs,2.9,818
E09000033,Westminster,2004-05,Drugs,17.1,"3,673"
#N/A,Heathrow,2004-05,Drugs,n/a,49
E13000001,Inner London,2004-05,Drugs,7.2,"20,872"
E13000002,Outer London,2004-05,Drugs,2.7,"12,090"
E12000007,Met Police Area,2004-05,Drugs,4.4,"33,011"
727,England and Wales,2004-05,Drugs,22.3,"1,185,388"
E09000002,Barking and Dagenham,2005-06,Drugs,3.9,647
E09000003,Barnet,2005-06,Drugs,2.3,750
E09000004,Bexley,2005-06,Drugs,2.3,512
E09000005,Brent,2005-06,Drugs,11.4,"3,094"
E09000006,Bromley,2005-06,Drugs,2.5,762
E09000007,Camden,2005-06,Drugs,8.2,"1,737"
E09000008,Croydon,2005-06,Drugs,3.1,"1,048"
E09000009,Ealing,2005-06,Drugs,4.9,"1,532"
E09000010,Enfield,2005-06,Drugs,4.1,"1,171"
E09000011,Greenwich,2005-06,Drugs,5.3,"1,214"
E09000012,Hackney,2005-06,Drugs,9.8,"2,125"
E09000013,Hammersmith and Fulham,2005-06,Drugs,5.3,914
E09000014,Haringey,2005-06,Drugs,9.7,"2,232"
E09000015,Harrow,2005-06,Drugs,2.3,502
E09000016,Havering,2005-06,Drugs,2.2,505
E09000017,Hillingdon,2005-06,Drugs,5.6,"1,420"
E09000018,Hounslow,2005-06,Drugs,3.7,817
E09000019,Islington,2005-06,Drugs,7.4,"1,361"
E09000020,Kensington and Chelsea,2005-06,Drugs,5.7,968
E09000021,Kingston upon Thames,2005-06,Drugs,2.8,425
E09000022,Lambeth,2005-06,Drugs,10.7,"2,980"
E09000023,Lewisham,2005-06,Drugs,5.4,"1,365"
E09000024,Merton,2005-06,Drugs,2.3,444
E09000025,Newham,2005-06,Drugs,7.9,"2,016"
E09000026,Redbridge,2005-06,Drugs,3.3,838
E09000027,Richmond upon Thames,2005-06,Drugs,1.6,289
E09000028,Southwark,2005-06,Drugs,9.4,"2,458"
E09000029,Sutton,2005-06,Drugs,2.4,428
E09000030,Tower Hamlets,2005-06,Drugs,6.6,"1,414"
E09000031,Waltham Forest,2005-06,Drugs,6.5,"1,468"
E09000032,Wandsworth,2005-06,Drugs,4.5,"1,263"
E09000033,Westminster,2005-06,Drugs,17.6,"3,932"
#N/A,Heathrow,2005-06,Drugs,n/a,50
E13000001,Inner London,2005-06,Drugs,8.4,"24,765"
E13000002,Outer London,2005-06,Drugs,3.9,"17,866"
E12000007,Met Police Area,2005-06,Drugs,5.7,"42,681"
727,England and Wales,2005-06,Drugs,21.9,"1,172,023"
E09000002,Barking and Dagenham,2006-07,Drugs,5.9,985
E09000003,Barnet,2006-07,Drugs,3.1,"1,015"
E09000004,Bexley,2006-07,Drugs,2.5,556
E09000005,Brent,2006-07,Drugs,10.7,"2,949"
E09000006,Bromley,2006-07,Drugs,3.3,996
E09000007,Camden,2006-07,Drugs,11.6,"2,445"
E09000008,Croydon,2006-07,Drugs,4.5,"1,515"
E09000009,Ealing,2006-07,Drugs,7.9,"2,483"
E09000010,Enfield,2006-07,Drugs,7.3,"2,099"
E09000011,Greenwich,2006-07,Drugs,5.6,"1,317"
E09000012,Hackney,2006-07,Drugs,11.2,"2,466"
E09000013,Hammersmith and Fulham,2006-07,Drugs,8,"1,390"
E09000014,Haringey,2006-07,Drugs,10.1,"2,351"
E09000015,Harrow,2006-07,Drugs,3.2,724
E09000016,Havering,2006-07,Drugs,2.9,659
E09000017,Hillingdon,2006-07,Drugs,6.5,"1,647"
E09000018,Hounslow,2006-07,Drugs,4.4,"1,005"
E09000019,Islington,2006-07,Drugs,8.3,"1,540"
E09000020,Kensington and Chelsea,2006-07,Drugs,9.1,"1,511"
E09000021,Kingston upon Thames,2006-07,Drugs,3.6,552
E09000022,Lambeth,2006-07,Drugs,12.3,"3,453"
E09000023,Lewisham,2006-07,Drugs,6.4,"1,644"
E09000024,Merton,2006-07,Drugs,2.5,481
E09000025,Newham,2006-07,Drugs,6.4,"1,657"
E09000026,Redbridge,2006-07,Drugs,4.7,"1,213"
E09000027,Richmond upon Thames,2006-07,Drugs,2.2,402
E09000028,Southwark,2006-07,Drugs,9.9,"2,662"
E09000029,Sutton,2006-07,Drugs,3.6,667
E09000030,Tower Hamlets,2006-07,Drugs,10.1,"2,198"
E09000031,Waltham Forest,2006-07,Drugs,8.2,"1,903"
E09000032,Wandsworth,2006-07,Drugs,7.6,"2,191"
E09000033,Westminster,2006-07,Drugs,23.5,"5,234"
#N/A,Heathrow,2006-07,Drugs,n/a,57
E13000001,Inner London,2006-07,Drugs,10.3,"30,742"
E13000002,Outer London,2006-07,Drugs,5,"23,168"
E12000007,Met Police Area,2006-07,Drugs,7.1,"53,967"
727,England and Wales,2006-07,Drugs,21.7,"1,171,667"
E09000002,Barking and Dagenham,2007-08,Drugs,7.8,"1,315"
E09000003,Barnet,2007-08,Drugs,3.9,"1,292"
E09000004,Bexley,2007-08,Drugs,4.2,937
E09000005,Brent,2007-08,Drugs,11,"3,107"
E09000006,Bromley,2007-08,Drugs,3.5,"1,068"
E09000007,Camden,2007-08,Drugs,13.2,"2,794"
E09000008,Croydon,2007-08,Drugs,7.2,"2,466"
E09000009,Ealing,2007-08,Drugs,11.1,"3,543"
E09000010,Enfield,2007-08,Drugs,8.1,"2,369"
E09000011,Greenwich,2007-08,Drugs,8.5,"2,003"
E09000012,Hackney,2007-08,Drugs,20.1,"4,511"
E09000013,Hammersmith and Fulham,2007-08,Drugs,11.2,"1,983"
E09000014,Haringey,2007-08,Drugs,9.7,"2,288"
E09000015,Harrow,2007-08,Drugs,3.8,852
E09000016,Havering,2007-08,Drugs,5,"1,156"
E09000017,Hillingdon,2007-08,Drugs,7.5,"1,932"
E09000018,Hounslow,2007-08,Drugs,8,"1,862"
E09000019,Islington,2007-08,Drugs,14.6,"2,763"
E09000020,Kensington and Chelsea,2007-08,Drugs,16.7,"2,721"
E09000021,Kingston upon Thames,2007-08,Drugs,4.4,676
E09000022,Lambeth,2007-08,Drugs,13.2,"3,767"
E09000023,Lewisham,2007-08,Drugs,8.8,"2,299"
E09000024,Merton,2007-08,Drugs,5.2,"1,017"
E09000025,Newham,2007-08,Drugs,9,"2,387"
E09000026,Redbridge,2007-08,Drugs,8.9,"2,302"
E09000027,Richmond upon Thames,2007-08,Drugs,4,733
E09000028,Southwark,2007-08,Drugs,15,"4,085"
E09000029,Sutton,2007-08,Drugs,2.5,459
E09000030,Tower Hamlets,2007-08,Drugs,13.1,"2,962"
E09000031,Waltham Forest,2007-08,Drugs,9.2,"2,173"
E09000032,Wandsworth,2007-08,Drugs,5.5,"1,615"
E09000033,Westminster,2007-08,Drugs,26,"5,733"
#N/A,Heathrow,2007-08,Drugs,n/a,90
E13000001,Inner London,2007-08,Drugs,13.2,"39,908"
E13000002,Outer London,2007-08,Drugs,6.7,"31,262"
E12000007,Met Police Area,2007-08,Drugs,9.3,"71,260"
727,England and Wales,2007-08,Drugs,18.9,"1,025,785"
E09000002,Barking and Dagenham,2008-09,Drugs,8.8,"1,521"
E09000003,Barnet,2008-09,Drugs,3.9,"1,322"
E09000004,Bexley,2008-09,Drugs,4.4,994
E09000005,Brent,2008-09,Drugs,10.7,"3,104"
E09000006,Bromley,2008-09,Drugs,3.9,"1,197"
E09000007,Camden,2008-09,Drugs,21.2,"4,462"
E09000008,Croydon,2008-09,Drugs,8.7,"3,039"
E09000009,Ealing,2008-09,Drugs,9.5,"3,066"
E09000010,Enfield,2008-09,Drugs,7.2,"2,129"
E09000011,Greenwich,2008-09,Drugs,7.5,"1,788"
E09000012,Hackney,2008-09,Drugs,20.2,"4,674"
E09000013,Hammersmith and Fulham,2008-09,Drugs,12.4,"2,194"
E09000014,Haringey,2008-09,Drugs,10.7,"2,604"
E09000015,Harrow,2008-09,Drugs,4.3,983
E09000016,Havering,2008-09,Drugs,4.4,"1,018"
E09000017,Hillingdon,2008-09,Drugs,6.9,"1,810"
E09000018,Hounslow,2008-09,Drugs,8.9,"2,122"
E09000019,Islington,2008-09,Drugs,17.6,"3,374"
E09000020,Kensington and Chelsea,2008-09,Drugs,18,"2,926"
E09000021,Kingston upon Thames,2008-09,Drugs,4.1,640
E09000022,Lambeth,2008-09,Drugs,14.6,"4,221"
E09000023,Lewisham,2008-09,Drugs,10.4,"2,760"
E09000024,Merton,2008-09,Drugs,4.6,908
E09000025,Newham,2008-09,Drugs,9.8,"2,702"
E09000026,Redbridge,2008-09,Drugs,8.3,"2,195"
E09000027,Richmond upon Thames,2008-09,Drugs,4.2,765
E09000028,Southwark,2008-09,Drugs,18.5,"5,115"
E09000029,Sutton,2008-09,Drugs,2.8,513
E09000030,Tower Hamlets,2008-09,Drugs,13.6,"3,148"
E09000031,Waltham Forest,2008-09,Drugs,9.7,"2,348"
E09000032,Wandsworth,2008-09,Drugs,4.6,"1,354"
E09000033,Westminster,2008-09,Drugs,24.5,"5,367"
#N/A,Heathrow,2008-09,Drugs,n/a,108
E13000001,Inner London,2008-09,Drugs,14.6,"44,901"
E13000002,Outer London,2008-09,Drugs,6.6,"31,462"
E12000007,Met Police Area,2008-09,Drugs,9.8,"76,471"
727,England and Wales,2008-09,Drugs,16.9,"927,377"
E09000002,Barking and Dagenham,2009-10,Drugs,6.4,"1,133"
E09000003,Barnet,2009-10,Drugs,4.5,"1,562"
E09000004,Bexley,2009-10,Drugs,3.8,861
E09000005,Brent,2009-10,Drugs,10,"2,977"
E09000006,Bromley,2009-10,Drugs,4.2,"1,280"
E09000007,Camden,2009-10,Drugs,15.3,"3,253"
E09000008,Croydon,2009-10,Drugs,7.2,"2,548"
E09000009,Ealing,2009-10,Drugs,7.7,"2,557"
E09000010,Enfield,2009-10,Drugs,5.8,"1,762"
E09000011,Greenwich,2009-10,Drugs,5.9,"1,426"
E09000012,Hackney,2009-10,Drugs,14.9,"3,530"
E09000013,Hammersmith and Fulham,2009-10,Drugs,10.4,"1,882"
E09000014,Haringey,2009-10,Drugs,8.2,"2,047"
E09000015,Harrow,2009-10,Drugs,4.2,974
E09000016,Havering,2009-10,Drugs,4.1,961
E09000017,Hillingdon,2009-10,Drugs,5.9,"1,560"
E09000018,Hounslow,2009-10,Drugs,7.6,"1,843"
E09000019,Islington,2009-10,Drugs,11.9,"2,332"
E09000020,Kensington and Chelsea,2009-10,Drugs,13.6,"2,205"
E09000021,Kingston upon Thames,2009-10,Drugs,3.5,555
E09000022,Lambeth,2009-10,Drugs,11.6,"3,411"
E09000023,Lewisham,2009-10,Drugs,9.8,"2,651"
E09000024,Merton,2009-10,Drugs,4.7,933
E09000025,Newham,2009-10,Drugs,9.1,"2,614"
E09000026,Redbridge,2009-10,Drugs,8.7,"2,350"
E09000027,Richmond upon Thames,2009-10,Drugs,3.3,611
E09000028,Southwark,2009-10,Drugs,16.8,"4,732"
E09000029,Sutton,2009-10,Drugs,3.1,589
E09000030,Tower Hamlets,2009-10,Drugs,13.8,"3,317"
E09000031,Waltham Forest,2009-10,Drugs,8.7,"2,166"
E09000032,Wandsworth,2009-10,Drugs,5.7,"1,721"
E09000033,Westminster,2009-10,Drugs,23.4,"5,083"
#N/A,Heathrow,2009-10,Drugs,n/a,54
E13000001,Inner London,2009-10,Drugs,12.4,"38,778"
E13000002,Outer London,2009-10,Drugs,6,"28,648"
E12000007,Met Police Area,2009-10,Drugs,8.5,"67,480"
727,England and Wales,2009-10,Drugs,14.5,"799,114"
E09000002,Barking and Dagenham,2010-11,Drugs,5.5,"1,012"
E09000003,Barnet,2010-11,Drugs,3.6,"1,271"
E09000004,Bexley,2010-11,Drugs,4.2,973
E09000005,Brent,2010-11,Drugs,12.3,"3,734"
E09000006,Bromley,2010-11,Drugs,3.5,"1,081"
E09000007,Camden,2010-11,Drugs,11,"2,359"
E09000008,Croydon,2010-11,Drugs,6.4,"2,299"
E09000009,Ealing,2010-11,Drugs,7.4,"2,484"
E09000010,Enfield,2010-11,Drugs,5.5,"1,701"
E09000011,Greenwich,2010-11,Drugs,5.2,"1,285"
E09000012,Hackney,2010-11,Drugs,10.5,"2,532"
E09000013,Hammersmith and Fulham,2010-11,Drugs,10.2,"1,841"
E09000014,Haringey,2010-11,Drugs,7.3,"1,843"
E09000015,Harrow,2010-11,Drugs,3.8,896
E09000016,Havering,2010-11,Drugs,4.8,"1,142"
E09000017,Hillingdon,2010-11,Drugs,5.1,"1,372"
E09000018,Hounslow,2010-11,Drugs,7.4,"1,856"
E09000019,Islington,2010-11,Drugs,9.2,"1,838"
E09000020,Kensington and Chelsea,2010-11,Drugs,14,"2,239"
E09000021,Kingston upon Thames,2010-11,Drugs,3.4,542
E09000022,Lambeth,2010-11,Drugs,10.2,"3,032"
E09000023,Lewisham,2010-11,Drugs,9.2,"2,499"
E09000024,Merton,2010-11,Drugs,4.7,937
E09000025,Newham,2010-11,Drugs,9.6,"2,884"
E09000026,Redbridge,2010-11,Drugs,8,"2,206"
E09000027,Richmond upon Thames,2010-11,Drugs,3.2,594
E09000028,Southwark,2010-11,Drugs,15.7,"4,444"
E09000029,Sutton,2010-11,Drugs,3.1,585
E09000030,Tower Hamlets,2010-11,Drugs,12.5,"3,097"
E09000031,Waltham Forest,2010-11,Drugs,7,"1,778"
E09000032,Wandsworth,2010-11,Drugs,3.9,"1,188"
E09000033,Westminster,2010-11,Drugs,28.4,"6,170"
#N/A,Heathrow,2010-11,Drugs,n/a,49
E13000001,Inner London,2010-11,Drugs,11.3,"35,966"
E13000002,Outer London,2010-11,Drugs,5.7,"27,748"
E12000007,Met Police Area,2010-11,Drugs,7.9,"63,763"
727,England and Wales,2010-11,Drugs,12.6,"701,000"
E09000002,Barking and Dagenham,2011-12,Drugs,5.5,"1,028"
E09000003,Barnet,2011-12,Drugs,3,"1,074"
E09000004,Bexley,2011-12,Drugs,4,937
E09000005,Brent,2011-12,Drugs,14.5,"4,514"
E09000006,Bromley,2011-12,Drugs,3.4,"1,058"
E09000007,Camden,2011-12,Drugs,12.2,"2,690"
E09000008,Croydon,2011-12,Drugs,6.7,"2,459"
E09000009,Ealing,2011-12,Drugs,6.9,"2,345"
E09000010,Enfield,2011-12,Drugs,4.7,"1,464"
E09000011,Greenwich,2011-12,Drugs,5.1,"1,296"
E09000012,Hackney,2011-12,Drugs,10.3,"2,534"
E09000013,Hammersmith and Fulham,2011-12,Drugs,8.7,"1,586"
E09000014,Haringey,2011-12,Drugs,6.9,"1,769"
E09000015,Harrow,2011-12,Drugs,2.8,675
E09000016,Havering,2011-12,Drugs,4.1,980
E09000017,Hillingdon,2011-12,Drugs,5.1,"1,393"
E09000018,Hounslow,2011-12,Drugs,6.9,"1,771"
E09000019,Islington,2011-12,Drugs,8,"1,640"
E09000020,Kensington and Chelsea,2011-12,Drugs,9.4,"1,480"
E09000021,Kingston upon Thames,2011-12,Drugs,4,647
E09000022,Lambeth,2011-12,Drugs,10.2,"3,102"
E09000023,Lewisham,2011-12,Drugs,6.7,"1,868"
E09000024,Merton,2011-12,Drugs,4.8,957
E09000025,Newham,2011-12,Drugs,6.8,"2,121"
E09000026,Redbridge,2011-12,Drugs,8,"2,248"
E09000027,Richmond upon Thames,2011-12,Drugs,3.1,581
E09000028,Southwark,2011-12,Drugs,11.5,"3,334"
E09000029,Sutton,2011-12,Drugs,2.8,540
E09000030,Tower Hamlets,2011-12,Drugs,14.5,"3,717"
E09000031,Waltham Forest,2011-12,Drugs,4.7,"1,214"
E09000032,Wandsworth,2011-12,Drugs,3.3,"1,010"
E09000033,Westminster,2011-12,Drugs,30.2,"6,637"
#N/A,Heathrow,2011-12,Drugs,n/a,130
E13000001,Inner London,2011-12,Drugs,10.3,"33,488"
E13000002,Outer London,2011-12,Drugs,5.5,"27,181"
E12000007,Met Police Area,2011-12,Drugs,7.4,"60,799"
727,England and Wales,2011-12,Drugs,11.2,"631,221"
E09000002,Barking and Dagenham,2012-13,Drugs,6,"1,140"
E09000003,Barnet,2012-13,Drugs,2.6,938
E09000004,Bexley,2012-13,Drugs,3.4,801
E09000005,Brent,2012-13,Drugs,11.6,"3,653"
E09000006,Bromley,2012-13,Drugs,3.3,"1,028"
E09000007,Camden,2012-13,Drugs,9.7,"2,178"
E09000008,Croydon,2012-13,Drugs,6.5,"2,393"
E09000009,Ealing,2012-13,Drugs,6.7,"2,271"
E09000010,Enfield,2012-13,Drugs,3.8,"1,215"
E09000011,Greenwich,2012-13,Drugs,4.8,"1,247"
E09000012,Hackney,2012-13,Drugs,8,"2,017"
E09000013,Hammersmith and Fulham,2012-13,Drugs,10.1,"1,809"
E09000014,Haringey,2012-13,Drugs,5.1,"1,311"
E09000015,Harrow,2012-13,Drugs,2.8,685
E09000016,Havering,2012-13,Drugs,4.7,"1,137"
E09000017,Hillingdon,2012-13,Drugs,3.6,"1,016"
E09000018,Hounslow,2012-13,Drugs,5.9,"1,533"
E09000019,Islington,2012-13,Drugs,8.3,"1,761"
E09000020,Kensington and Chelsea,2012-13,Drugs,9,"1,402"
E09000021,Kingston upon Thames,2012-13,Drugs,2.6,426
E09000022,Lambeth,2012-13,Drugs,6.8,"2,114"
E09000023,Lewisham,2012-13,Drugs,5.7,"1,596"
E09000024,Merton,2012-13,Drugs,3.9,793
E09000025,Newham,2012-13,Drugs,5.9,"1,849"
E09000026,Redbridge,2012-13,Drugs,6.7,"1,897"
E09000027,Richmond upon Thames,2012-13,Drugs,3.1,592
E09000028,Southwark,2012-13,Drugs,8.2,"2,413"
E09000029,Sutton,2012-13,Drugs,2.6,511
E09000030,Tower Hamlets,2012-13,Drugs,12.4,"3,251"
E09000031,Waltham Forest,2012-13,Drugs,5.7,"1,509"
E09000032,Wandsworth,2012-13,Drugs,3.8,"1,182"
E09000033,Westminster,2012-13,Drugs,20.7,"4,634"
#N/A,Heathrow,2012-13,Drugs,n/a,84
E13000001,Inner London,2012-13,Drugs,8.4,"27,517"
E13000002,Outer London,2012-13,Drugs,4.9,"24,785"
E12000007,Met Police Area,2012-13,Drugs,6.3,"52,386"
