Ward name,Old code,New code,Population - 2015,Children aged 0-15 - 2015,Working-age (16-64) - 2015,Older people aged 65+ - 2015,% All Children aged 0-15 - 2015,% All Working-age (16-64) - 2015,% All Older people aged 65+ - 2015,Mean Age - 2013,Median Age - 2013,Area - Square Kilometres,Population density (persons per sq km) - 2013,% BAME - 2011,% Not Born in UK - 2011,% English is First Language of no one in household - 2011,General Fertility Rate - 2013,Male life expectancy -2009-13,Female life expectancy -2009-13 ,% children in reception year who are obese - 2011/12 to 2013/14,% children in year 6 who are obese- 2011/12 to 2013/14,"Rate of All Ambulance Incidents per 1,000 population - 2014",Rates of ambulance call outs for alcohol related illness - 2014,Number Killed or Seriously Injured on the roads - 2014,In employment (16-64) - 2011,Employment rate (16-64) - 2011,Number of jobs in area - 2013,Employment per head of resident WA population - 2013,Rate of new registrations of migrant workers - 2011/12,Median House Price (£) - 2014,Number of properties sold - 2014,Median Household income estimate (2012/13),Number of Household spaces - 2011,% detached houses - 2011,% semi-detached houses - 2011,% terraced houses - 2011,"% Flat, maisonette or apartment - 2011",% Households Owned - 2011,% Households Social Rented - 2011,% Households Private Rented - 2011,% dwellings in council tax bands A or B - 2015,"% dwellings in council tax bands C, D or E - 2015","% dwellings in council tax bands F, G or H - 2015",Claimant rate of key out-of-work benefits (working age client group) (2014),Claimant Rate of Housing Benefit (2015),Claimant Rate of Employment Support Allowance - 2014,Rate of JobSeekers Allowance (JSA) Claimants - 2015,% dependent children (0-18) in out-of-work households - 2014,% of households with no adults in employment with dependent children - 2011,% of lone parents not in employment - 2011,(ID2010) - Rank of average score (within London) - 2010,(ID2010) % of LSOAs in worst 50% nationally - 2010,Average GCSE capped point scores - 2014,Unauthorised Absence in All Schools (%) - 2013,% with no qualifications - 2011,% with Level 4 qualifications and above - 2011,A-Level Average Point Score Per Student - 2013/14,A-Level Average Point Score Per Entry; 2013/14,Crime rate - 2014/15,Violence against the person rate - 2014/15,"Deliberate Fires per 1,000 population - 2014",% area that is open space - 2014,Cars per household - 2011,Average Public Transport Accessibility score - 2014,% travel by bicycle to work - 2011,Turnout at Mayoral election - 2012
Sutton - Sutton North,00BFGN,E05000565,10600.0,2200.0,6550.0,1850.0,20.9,61.7,17.4,39.5,39.0,1.9,5605.3,21.9,21.1,6.1,73.7,81.1,84.4,9.5,20.2,119.1,0.7,3.0,4959.0,75.6,1700.0,0.3,14.4,300500.0,194.0,38060.0,4222.0,6.6,36.9,28.3,28.1,74.2,11.1,13.6,9.3,87.1,3.6,8.3,6.7,3.1,1.4,10.5,3.8,43.6,464.0,16.7,344.5,0.8,21.6,25.7,766.0,222.0,46.1,13.7,0.2,28.5,1.1,3.3,2.1,33.6
Sutton - Sutton South,00BFGP,E05000566,10000.0,1700.0,6600.0,1700.0,16.9,66.0,17.0,40.3,37.0,1.3,7653.8,24.4,29.4,9.7,80.9,80.0,80.9,8.2,18.2,148.3,0.3,0.0,5073.0,78.1,3900.0,0.6,24.1,250000.0,239.0,40460.0,5077.0,7.7,7.8,7.0,77.5,54.4,11.9,32.8,11.4,77.6,11.0,8.2,10.5,3.8,1.5,9.7,2.4,37.6,506.0,33.3,337.7,1.1,15.7,41.6,854.1,225.8,42.5,13.6,0.0,8.1,0.9,3.3,1.7,34.4
Sutton - Sutton West,00BFGQ,E05000567,10900.0,2050.0,7350.0,1550.0,18.6,67.2,14.2,38.5,37.0,1.8,6055.6,23.0,25.1,7.8,69.4,80.5,83.1,8.3,17.2,90.4,0.4,2.0,5686.0,79.3,1900.0,0.3,18.0,270000.0,222.0,41610.0,4817.0,8.5,23.8,15.9,51.9,68.3,3.9,26.8,11.4,78.6,10.0,5.8,5.4,2.2,1.0,6.3,2.2,33.2,564.0,0.0,352.0,0.8,13.5,38.6,706.1,216.5,33.8,12.2,0.1,23.1,1.1,3.5,2.2,33.9
Sutton - The Wrythe,00BFGR,E05000568,10500.0,2100.0,6900.0,1500.0,20.2,65.8,14.1,37.8,38.0,1.5,7000.0,16.9,15.3,3.7,68.9,77.4,82.5,8.0,24.0,95.0,0.5,1.0,5289.0,77.5,1500.0,0.2,6.2,257500.0,188.0,36790.0,4231.0,2.3,33.1,30.7,34.0,71.5,14.7,12.7,7.5,92.5,0.0,9.8,7.7,3.4,1.0,13.9,3.3,36.5,428.0,42.9,332.0,1.0,22.2,23.2,660.8,207.6,61.4,17.9,0.5,18.0,1.1,2.6,2.3,29.7
Sutton - Wallington North,00BFGS,E05000569,10900.0,2250.0,7100.0,1500.0,20.8,65.2,14.0,37.8,38.0,1.6,6843.8,19.6,16.6,4.4,73.2,80.7,83.9,7.2,15.7,102.8,0.7,3.0,5531.0,76.8,2900.0,0.4,7.0,272000.0,171.0,38710.0,4749.0,4.5,34.3,18.4,42.7,67.9,12.9,17.4,10.7,85.1,4.2,10.0,8.8,4.2,1.5,8.9,3.4,39.2,475.0,14.3,349.2,1.1,16.4,30.3,719.7,220.6,50.6,14.9,0.4,19.2,1.1,3.5,2.0,38.2
Sutton - Wallington South,00BFGT,E05000570,10650.0,2000.0,6800.0,1850.0,18.8,63.7,17.5,40.2,39.0,1.7,6235.3,21.3,18.5,4.3,61.4,79.7,85.1,8.3,24.5,161.6,0.5,1.0,4886.0,74.2,3200.0,0.5,11.5,246000.0,188.0,37960.0,4626.0,11.9,20.8,13.2,54.2,63.7,16.4,18.6,11.2,68.5,20.4,10.7,10.2,4.1,1.6,12.4,4.1,46.7,409.0,66.7,377.4,0.9,18.7,32.0,759.7,230.8,50.5,16.0,0.1,9.5,1.1,3.4,1.8,37.3
Sutton - Wandle Valley,00BFGU,E05000571,12250.0,3000.0,8100.0,1150.0,24.5,66.3,9.2,33.8,33.0,2.1,5761.9,24.8,19.8,5.7,71.0,78.7,81.2,10.0,22.8,108.8,0.4,2.0,5601.0,72.0,2000.0,0.3,12.8,243500.0,156.0,32330.0,4802.0,3.6,14.0,48.8,33.7,50.1,33.6,14.3,14.3,85.5,0.2,15.1,14.7,5.9,2.6,19.1,7.2,46.2,274.0,85.7,306.1,1.4,23.7,21.5,674.1,214.0,65.6,22.6,0.7,40.5,1.0,2.4,3.0,26.6
Sutton - Worcester Park,00BFGW,E05000572,11950.0,2650.0,7600.0,1700.0,22.1,63.4,14.4,37.4,37.0,2.0,5975.0,20.0,21.5,6.1,75.7,81.8,86.6,8.0,18.2,94.5,0.6,1.0,6052.0,78.9,2700.0,0.4,14.2,338000.0,271.0,40610.0,4751.0,7.1,35.8,35.5,21.5,76.6,6.4,15.7,1.4,88.0,10.6,7.5,5.9,2.3,1.4,8.4,3.3,36.0,579.0,0.0,336.3,0.9,17.2,30.8,761.2,218.3,44.6,16.6,0.6,22.3,1.2,2.4,2.7,33.8
Tower Hamlets - Bethnal Green North,00BGFW,E05000573,14750.0,2650.0,11150.0,950.0,17.8,75.7,6.5,32.2,30.0,0.8,17812.5,49.4,38.7,15.0,49.6,74.7,82.1,15.5,25.7,137.2,0.7,2.0,6580.0,64.6,4700.0,0.4,74.7,383000.0,173.0,36230.0,5450.0,0.9,1.8,7.6,89.6,21.6,46.0,29.8,28.1,69.8,2.1,16.1,16.7,5.6,3.3,27.9,7.8,65.5,67.0,100.0,322.9,1.0,22.1,40.2,651.5,215.4,119.0,37.0,0.9,6.3,0.4,6.0,12.7,34.4
Tower Hamlets - Bethnal Green South,00BGFX,E05000574,15150.0,2900.0,11550.0,750.0,19.0,76.1,4.9,30.2,28.0,0.9,16333.3,64.3,45.5,23.1,56.7,76.1,83.5,14.5,24.7,135.0,1.1,7.0,5934.0,55.9,3600.0,0.3,90.3,357500.0,157.0,32860.0,5417.0,1.0,2.0,7.9,89.0,21.2,44.9,31.5,30.2,68.0,1.7,15.2,16.8,6.0,4.2,27.2,8.6,71.1,36.0,100.0,308.9,1.0,21.4,35.5,681.7,214.5,121.3,37.2,1.6,16.9,0.3,6.8,7.8,35.6
Tower Hamlets - Blackwall and Cubitt Town,00BGFY,E05000575,23250.0,4350.0,17800.0,1100.0,18.8,76.5,4.7,30.8,30.0,3.0,7116.7,50.4,48.6,21.9,56.8,79.0,84.8,10.8,25.5,98.6,0.6,3.0,10684.0,70.8,25800.0,1.6,104.0,380000.0,499.0,43330.0,9389.0,0.8,3.0,7.9,88.0,26.0,28.6,41.4,10.5,72.4,17.1,12.1,11.2,3.6,1.9,24.6,6.3,58.2,243.0,75.0,305.3,1.3,14.6,50.8,679.7,199.4,60.3,19.8,1.1,42.2,0.5,3.8,3.0,27.8
Tower Hamlets - Bow East,00BGFZ,E05000576,15650.0,2750.0,11800.0,1050.0,17.7,75.4,6.8,32.7,30.0,1.9,8026.3,39.9,30.9,10.9,51.2,75.8,83.0,14.3,24.8,108.3,0.5,3.0,7655.0,68.9,6200.0,0.5,52.5,325000.0,355.0,36800.0,6901.0,1.6,2.9,13.8,81.8,22.6,42.8,30.3,18.4,80.0,1.6,17.8,17.3,5.7,3.0,31.9,7.6,58.7,78.0,100.0,294.8,1.4,21.4,42.0,636.5,206.6,98.9,26.4,2.1,39.0,0.4,3.6,9.3,31.5
Tower Hamlets - Bow West,00BGGA,E05000577,13650.0,2700.0,9950.0,1050.0,19.6,72.7,7.7,32.9,30.0,1.3,10230.8,40.7,32.0,11.3,54.1,78.5,83.2,10.6,22.8,113.7,0.8,4.0,6262.0,66.3,3000.0,0.3,64.1,415000.0,210.0,41000.0,5127.0,1.2,3.2,27.2,68.2,31.5,39.0,26.7,15.7,76.9,7.4,13.5,14.6,5.2,2.6,19.7,6.9,54.4,122.0,100.0,323.1,1.1,20.3,43.6,676.1,215.8,98.5,25.4,1.3,42.8,0.5,5.2,11.0,38.3
Tower Hamlets - Bromley-by-Bow,00BGGB,E05000578,19750.0,4850.0,13900.0,1000.0,24.6,70.4,5.0,29.3,28.0,1.1,15500.0,70.4,43.5,22.0,74.3,80.1,82.4,12.5,24.2,100.0,0.4,3.0,5386.0,55.1,4100.0,0.3,68.3,302500.0,306.0,31980.0,5257.0,1.1,2.8,7.8,88.2,15.6,55.9,24.2,28.9,68.7,2.3,21.8,20.7,5.8,4.6,28.3,12.4,64.3,12.0,100.0,310.3,1.0,25.5,27.9,667.5,209.3,79.3,25.6,2.1,11.6,0.4,4.2,4.8,35.4
Tower Hamlets - East India and Lansbury,00BGGC,E05000579,16550.0,4250.0,11250.0,1000.0,25.8,68.0,6.1,30.3,28.0,1.2,13000.0,63.7,39.5,18.6,79.5,75.5,81.1,12.8,24.5,129.8,0.5,2.0,5124.0,52.9,2700.0,0.3,69.3,293000.0,191.0,29680.0,5422.0,2.3,3.0,11.4,83.3,18.2,57.5,20.1,28.3,69.9,1.8,23.9,26.3,7.9,5.2,32.1,13.7,64.2,2.0,100.0,290.3,1.1,30.7,23.4,633.0,206.9,108.4,38.3,2.6,12.4,0.4,3.5,3.2,32.8
Tower Hamlets - Limehouse,00BGGD,E05000580,17100.0,3800.0,12350.0,950.0,22.1,72.3,5.6,31.1,30.0,1.1,15000.0,56.8,43.8,19.7,77.2,76.0,79.0,12.5,28.1,120.9,0.8,9.0,7314.0,64.0,4000.0,0.3,81.6,375000.0,239.0,36260.0,6599.0,1.0,1.7,6.3,91.0,26.0,41.2,29.8,26.0,64.3,9.7,19.2,19.4,6.2,3.3,30.3,9.3,61.8,43.0,100.0,309.4,1.1,21.9,37.4,619.1,200.1,88.8,28.2,1.6,23.3,0.5,5.0,4.5,34.6
Tower Hamlets - Mile End and Globe Town,00BGGE,E05000581,16200.0,2950.0,12300.0,950.0,18.3,76.0,5.8,30.3,27.0,0.9,17555.6,52.6,40.6,16.4,47.0,76.5,80.6,13.4,24.4,135.5,0.9,5.0,6271.0,55.4,7300.0,0.6,70.6,385000.0,199.0,34300.0,5431.0,1.1,1.8,11.9,85.2,25.0,46.0,25.8,37.0,60.5,2.5,12.9,15.0,4.6,3.7,26.4,8.1,61.5,154.0,100.0,334.5,1.0,19.5,34.2,647.4,202.3,86.6,30.3,1.1,12.5,0.4,5.4,8.9,35.8
Tower Hamlets - Mile End East,00BGGF,E05000582,15200.0,3400.0,11000.0,800.0,22.4,72.4,5.3,29.6,27.0,1.1,12954.5,66.0,43.5,20.0,62.6,77.2,82.9,11.8,30.0,127.0,0.7,6.0,5276.0,56.1,3700.0,0.4,89.0,325000.0,207.0,32510.0,4856.0,1.2,2.2,9.8,86.7,18.5,52.9,27.0,31.1,67.7,1.2,18.8,20.1,6.0,4.5,29.4,10.6,63.5,24.0,100.0,319.5,1.3,23.3,31.9,679.6,208.6,87.3,28.8,1.8,33.3,0.4,5.3,5.9,34.1
Tower Hamlets - Millwall,00BGGG,E05000583,26350.0,4500.0,20850.0,1000.0,17.0,79.2,3.7,31.0,30.0,2.5,9860.0,47.6,52.1,23.4,60.0,82.0,84.0,9.0,25.9,106.0,0.5,3.0,13759.0,73.6,115700.0,5.8,90.6,420000.0,704.0,46940.0,12035.0,1.2,3.0,8.9,86.9,27.5,20.6,48.1,5.4,70.9,23.7,9.1,9.2,2.8,1.5,16.6,4.8,58.8,326.0,66.7,313.0,1.3,11.4,57.2,693.1,196.3,74.4,22.4,0.3,35.0,0.5,3.4,2.8,27.6
Tower Hamlets - St. Dunstan's and Stepney Green,00BGGH,E05000584,17100.0,3800.0,12050.0,1300.0,22.2,70.2,7.6,31.4,28.0,1.0,16650.0,65.2,39.8,19.8,65.6,76.7,81.2,12.4,26.1,133.2,0.7,4.0,6098.0,55.4,3100.0,0.3,94.0,363250.0,252.0,32930.0,5843.0,2.5,4.2,18.3,74.9,19.5,54.0,19.6,29.3,65.2,5.4,19.3,20.2,6.1,4.4,25.0,9.1,65.2,29.0,100.0,324.8,1.0,26.9,29.9,697.1,209.8,78.5,27.9,0.7,21.2,0.4,5.4,6.8,37.4
Tower Hamlets - St. Katherine's and Wapping,00BGGJ,E05000585,13550.0,2000.0,10700.0,900.0,14.8,78.7,6.5,34.3,32.0,1.5,8633.3,37.6,41.5,15.9,69.2,79.3,83.9,10.7,20.6,104.5,1.0,2.0,7619.0,76.5,15300.0,1.5,61.2,453000.0,458.0,50770.0,6437.0,0.7,2.0,9.4,87.5,39.9,20.3,36.7,16.9,53.6,29.5,10.2,9.3,3.3,1.8,21.4,3.0,50.6,272.0,57.1,324.4,0.9,12.3,57.8,694.5,213.0,96.0,19.6,0.5,36.9,0.6,4.4,6.9,36.3
Tower Hamlets - Shadwell,00BGGK,E05000586,15900.0,3700.0,11250.0,950.0,23.2,70.9,6.0,30.7,29.0,1.0,15450.0,64.4,45.1,23.2,72.3,78.0,84.9,15.2,26.6,106.8,0.9,7.0,6534.0,60.7,3500.0,0.3,71.6,370000.0,185.0,36360.0,6075.0,1.2,1.9,5.1,91.8,22.8,42.7,28.9,28.6,56.3,15.1,14.8,17.5,5.4,3.3,24.1,8.5,64.1,47.0,100.0,320.0,0.9,21.3,37.7,695.0,207.8,86.9,26.3,1.0,24.2,0.4,6.0,5.4,38.3
Tower Hamlets - Spitalfields and Banglatown,00BGGL,E05000587,11800.0,1650.0,9600.0,600.0,13.8,81.2,5.0,31.3,29.0,0.6,18416.7,54.7,50.7,24.6,38.3,77.4,82.4,14.2,24.8,158.0,1.8,8.0,5055.0,60.9,23700.0,2.6,91.7,499995.0,242.0,39910.0,4123.0,1.0,2.4,9.4,87.2,25.7,31.9,40.0,34.1,51.7,14.2,16.2,13.4,5.8,3.7,24.6,4.8,75.6,15.0,100.0,338.4,0.9,17.2,44.4,643.2,198.7,188.8,44.8,0.5,1.4,0.3,6.9,7.5,31.2
Tower Hamlets - Weavers,00BGGM,E05000588,15050.0,2500.0,11600.0,950.0,16.5,77.2,6.4,32.7,30.0,0.8,17687.5,47.9,41.2,16.7,44.9,75.1,84.0,14.6,26.9,129.0,1.1,8.0,6693.0,67.0,4400.0,0.4,74.6,510000.0,303.0,37760.0,5696.0,0.7,1.2,11.2,86.9,24.3,43.4,30.3,29.7,67.7,2.6,17.7,16.2,5.6,3.3,29.3,7.0,63.0,19.0,100.0,321.2,0.8,20.6,43.9,644.5,210.0,136.8,32.8,0.6,15.4,0.3,5.5,12.1,39.8
Tower Hamlets - Whitechapel,00BGGN,E05000589,17300.0,3000.0,13400.0,900.0,17.4,77.5,5.1,30.7,29.0,0.9,17888.9,60.2,48.8,24.8,56.6,74.7,79.7,13.4,25.7,153.4,1.0,10.0,7530.0,65.0,24300.0,1.9,115.3,489000.0,288.0,37600.0,6078.0,0.8,2.0,6.7,90.5,20.5,32.9,43.4,37.7,50.3,12.1,13.6,12.4,4.2,2.6,28.0,6.2,69.6,59.0,100.0,324.5,1.1,17.1,45.0,690.0,207.4,105.3,33.3,1.1,5.4,0.3,6.8,7.1,34.3
Waltham Forest - Cann Hall,00BHFX,E05000590,14350.0,3200.0,10100.0,1050.0,22.2,70.5,7.3,32.3,30.0,0.9,15833.3,57.0,48.8,18.2,70.7,77.9,81.7,10.8,24.0,100.5,0.5,1.0,6265.0,63.8,1500.0,0.2,100.0,326000.0,159.0,32700.0,5094.0,5.1,9.3,48.0,37.4,39.2,28.3,30.7,38.2,61.8,0.0,14.8,13.8,4.4,3.3,19.1,7.5,46.2,95.0,100.0,311.7,1.5,19.2,30.5,611.3,202.1,61.2,21.1,0.5,5.0,0.6,2.9,3.0,32.0
Waltham Forest - Cathall,00BHFY,E05000591,13300.0,2950.0,9350.0,1000.0,22.2,70.4,7.5,32.3,30.0,1.1,12000.0,61.0,50.1,20.0,68.8,80.3,82.4,11.9,25.1,117.2,0.7,3.0,5715.0,62.7,1500.0,0.2,127.9,332500.0,102.0,30950.0,4634.0,6.0,10.9,40.4,42.6,28.3,38.5,31.9,42.1,57.9,0.0,18.0,16.0,5.1,4.3,20.6,8.9,54.6,53.0,100.0,311.7,1.5,19.3,28.6,648.5,205.1,64.2,24.6,0.5,23.5,0.5,4.3,2.6,28.3
Waltham Forest - Chapel End,00BHFZ,E05000592,14600.0,3600.0,9750.0,1300.0,24.6,66.6,8.7,33.4,33.0,1.8,8055.6,48.5,36.9,14.1,79.4,82.1,84.6,10.1,22.7,105.7,0.3,2.0,6595.0,68.9,4100.0,0.4,61.3,340000.0,173.0,36440.0,5184.0,4.9,11.9,55.0,28.3,58.6,15.7,24.0,23.5,76.5,0.0,12.2,9.6,3.2,2.7,14.7,6.2,45.0,200.0,100.0,321.6,0.9,18.7,29.3,704.3,208.4,73.0,22.1,0.6,31.2,0.9,2.9,3.0,33.0
Waltham Forest - Chingford Green,00BHGA,E05000593,10550.0,1850.0,6450.0,2300.0,17.3,60.9,21.7,42.3,43.0,3.7,2851.4,14.7,13.1,3.0,49.2,80.2,83.8,8.4,17.8,144.0,1.8,2.0,4570.0,73.4,3500.0,0.6,9.1,330000.0,153.0,39280.0,4570.0,6.3,38.6,21.0,34.2,69.1,15.4,13.9,13.9,70.6,15.5,10.8,8.1,3.5,1.8,15.0,3.8,41.8,308.0,83.3,332.2,1.0,24.2,27.1,714.8,212.7,69.0,19.8,0.5,54.9,1.1,2.8,1.1,40.1
Waltham Forest - Endlebury,00BHGB,E05000594,11150.0,1900.0,7250.0,2000.0,17.0,65.0,18.0,40.2,41.0,2.0,5525.0,22.4,17.5,3.8,63.8,82.6,88.6,8.9,19.7,94.9,0.5,0.0,4871.0,70.4,1300.0,0.2,7.9,310000.0,212.0,38580.0,4272.0,5.0,51.3,17.1,26.5,74.3,14.7,9.6,5.4,84.1,10.5,12.9,7.7,3.8,2.6,15.5,4.6,44.4,327.0,71.4,341.8,1.1,23.5,24.7,781.7,218.4,43.9,13.1,0.2,18.5,1.3,2.4,1.2,37.7
Waltham Forest - Forest,00BHGC,E05000595,13250.0,2750.0,9200.0,1300.0,20.6,69.4,10.0,34.2,31.0,2.0,6550.0,58.7,45.7,18.4,75.5,79.0,83.8,9.4,22.8,181.6,0.4,2.0,5861.0,65.2,10500.0,1.1,96.9,401000.0,125.0,36080.0,4448.0,4.1,14.1,42.2,39.6,50.3,13.6,33.5,28.7,68.9,2.4,13.4,9.2,4.2,2.9,12.5,5.2,51.0,136.0,100.0,307.2,1.1,19.3,33.3,673.2,214.0,81.6,24.6,0.6,40.4,0.8,4.3,3.5,33.3
Waltham Forest - Grove Green,00BHGD,E05000596,15300.0,3300.0,10800.0,1150.0,21.7,70.7,7.6,32.9,32.0,0.9,16833.3,53.2,53.0,21.2,73.3,81.4,85.6,10.8,30.8,97.0,0.7,2.0,7587.0,70.3,1100.0,0.1,144.6,308000.0,189.0,36350.0,5332.0,4.4,7.8,39.8,47.8,45.6,9.1,44.1,51.7,48.3,0.0,10.8,8.2,2.6,2.2,11.9,4.2,42.5,184.0,100.0,305.8,1.3,15.7,34.8,690.8,200.9,52.4,16.5,0.3,4.3,0.6,4.2,3.1,32.0
Waltham Forest - Hale End and Highams Park,00BHGE,E05000597,12200.0,2650.0,8050.0,1500.0,21.9,65.9,12.2,36.5,36.0,2.3,5195.7,33.1,21.8,5.9,60.8,79.8,87.0,6.9,19.8,85.9,0.5,2.0,5319.0,71.1,6400.0,0.8,20.4,288747.5,242.0,39490.0,4286.0,4.2,24.3,46.2,25.3,66.9,18.8,12.4,13.5,82.1,4.4,13.5,8.8,3.5,2.6,14.3,5.4,44.8,244.0,100.0,321.9,1.0,20.0,28.9,706.2,201.7,52.1,15.8,0.0,41.4,1.1,2.5,2.3,37.9
Waltham Forest - Hatch Lane,00BHGF,E05000598,11400.0,2250.0,7350.0,1850.0,19.5,64.3,16.2,38.9,39.0,2.4,4729.2,22.2,16.5,4.4,66.3,79.1,81.3,8.1,18.1,129.3,0.9,3.0,4914.0,69.9,1600.0,0.2,10.7,286500.0,159.0,36110.0,4597.0,4.8,37.4,27.5,30.4,62.6,24.7,11.3,14.3,77.1,8.6,16.5,11.6,5.4,2.7,18.1,5.8,47.4,179.0,71.4,325.7,1.2,26.2,24.1,710.2,206.5,64.4,18.5,0.4,37.7,1.1,2.5,1.8,34.4
Waltham Forest - High Street,00BHGG,E05000599,14850.0,3200.0,10450.0,1200.0,21.6,70.4,7.9,33.3,32.0,3.1,4725.8,50.7,44.4,18.0,95.4,80.2,84.8,10.0,24.4,144.9,1.0,4.0,7146.0,69.4,3600.0,0.3,90.6,333000.0,192.0,34810.0,5623.0,3.0,6.9,32.1,58.0,47.1,19.0,31.7,49.2,50.8,0.0,14.1,12.4,3.9,3.1,17.4,5.5,49.0,103.0,100.0,328.5,1.2,18.3,35.7,670.4,208.4,151.3,39.5,1.0,56.6,0.6,4.4,4.1,29.4
Waltham Forest - Higham Hill,00BHGH,E05000600,14200.0,3500.0,9550.0,1150.0,24.6,67.4,8.0,32.7,32.0,3.2,4328.1,51.9,40.3,15.7,73.1,79.3,82.1,10.3,26.8,113.8,0.3,3.0,5608.0,62.6,3300.0,0.4,52.8,325000.0,131.0,31270.0,4947.0,5.4,15.9,44.3,34.3,40.8,33.6,21.9,22.9,77.1,0.0,19.9,16.6,5.5,4.8,26.3,9.5,51.9,38.0,100.0,307.1,1.1,23.7,24.7,650.4,208.1,67.7,23.9,0.7,56.7,0.7,2.6,2.3,36.2
Waltham Forest - Hoe Street,00BHGJ,E05000601,14600.0,3250.0,10100.0,1250.0,22.4,69.2,8.4,33.4,32.0,1.1,13090.9,49.9,42.8,17.2,79.7,77.2,82.1,10.7,25.7,123.5,1.0,2.0,6453.0,66.1,3100.0,0.3,80.7,360000.0,197.0,34890.0,5509.0,3.2,9.7,25.1,61.9,39.2,27.0,31.1,56.0,43.8,0.2,18.1,16.4,4.9,5.1,17.5,6.1,52.1,60.0,100.0,321.2,1.1,19.0,36.4,643.6,206.2,87.4,27.8,0.4,10.6,0.6,5.2,3.1,36.4
Waltham Forest - Larkswood,00BHGK,E05000602,12050.0,2350.0,7850.0,1850.0,19.5,65.1,15.4,38.5,37.0,2.1,5619.0,31.2,21.8,6.3,61.7,79.5,84.9,11.2,20.4,131.3,0.8,3.0,5104.0,69.6,2300.0,0.3,18.6,335000.0,148.0,35170.0,4547.0,3.4,26.9,44.3,25.4,68.0,17.4,12.6,12.8,86.4,0.9,14.6,10.4,4.1,3.0,17.5,5.9,44.8,192.0,100.0,311.9,1.3,26.2,21.6,718.1,212.4,61.8,18.8,0.3,31.4,1.1,2.8,1.6,31.6
Waltham Forest - Lea Bridge,00BHGL,E05000603,16250.0,4100.0,10800.0,1300.0,25.3,66.6,8.1,32.6,32.0,2.6,6192.3,64.8,50.4,21.2,102.6,75.5,80.8,11.4,23.6,136.0,0.6,10.0,6671.0,62.8,6100.0,0.6,100.0,283250.0,200.0,31450.0,5726.0,5.5,11.2,33.8,49.5,44.5,18.4,34.7,50.7,49.3,0.0,17.0,14.0,4.7,4.2,17.2,7.8,46.9,70.0,100.0,313.4,1.5,23.0,26.6,674.1,206.5,98.4,28.4,0.2,40.1,0.6,3.6,3.9,31.1
Waltham Forest - Leyton,00BHGM,E05000604,14950.0,3700.0,10150.0,1150.0,24.6,67.8,7.6,32.1,30.0,2.0,7400.0,63.5,48.8,20.8,83.8,78.7,82.5,13.4,22.6,118.5,0.6,7.0,5956.0,61.5,5700.0,0.6,86.1,255000.0,169.0,31040.0,5303.0,5.1,10.4,29.5,54.9,32.9,34.5,30.1,50.3,49.7,0.0,18.2,17.3,6.2,4.4,21.3,9.5,49.3,48.0,100.0,294.6,1.5,21.1,28.5,629.4,198.3,88.2,28.8,1.1,27.6,0.6,3.8,2.7,28.9
Waltham Forest - Leytonstone,00BHGN,E05000605,13450.0,2350.0,10000.0,1050.0,17.6,74.4,8.0,34.5,32.0,1.3,10269.2,47.6,42.6,15.4,69.1,80.6,80.9,9.9,17.8,103.8,1.0,2.0,6887.0,70.3,3800.0,0.4,102.3,345000.0,167.0,38700.0,4980.0,3.5,11.6,30.2,54.7,44.5,15.4,37.4,36.3,60.1,3.6,13.2,8.8,3.6,2.1,13.7,3.8,42.5,150.0,100.0,316.6,1.0,15.1,40.8,681.5,208.4,89.8,29.2,0.5,5.8,0.7,5.5,2.9,34.7
Waltham Forest - Markhouse,00BHGP,E05000606,15250.0,3700.0,10400.0,1200.0,24.2,68.0,7.8,32.7,31.0,1.5,9733.3,58.2,45.8,19.0,80.5,80.0,82.3,10.7,25.0,118.4,0.9,0.0,6044.0,64.2,2200.0,0.2,90.7,324000.0,218.0,33780.0,4980.0,6.4,10.7,46.3,36.6,42.8,24.4,29.9,36.5,63.5,0.0,17.2,12.8,4.3,4.1,19.5,7.7,49.3,58.0,100.0,300.9,1.3,20.8,30.9,635.3,205.8,72.3,21.1,1.3,30.9,0.6,4.2,3.3,33.3
Waltham Forest - Valley,00BHGQ,E05000607,11850.0,2450.0,7750.0,1650.0,20.8,65.4,13.8,37.2,36.0,2.0,5900.0,38.4,25.6,7.9,60.4,80.3,85.3,11.5,24.2,113.0,0.3,5.0,5100.0,68.1,3300.0,0.4,22.9,285000.0,153.0,34250.0,4342.0,5.1,21.3,48.9,24.6,67.6,17.9,13.3,11.1,88.2,0.7,15.6,10.7,4.8,3.2,20.2,6.3,46.5,182.0,100.0,318.5,1.4,26.1,20.2,645.9,204.3,104.1,25.2,0.5,17.6,1.1,2.4,1.8,32.0
Waltham Forest - William Morris,00BHGR,E05000608,13750.0,3250.0,9400.0,1100.0,23.6,68.2,8.2,33.4,33.0,1.0,13650.0,51.8,43.6,16.9,91.3,76.3,84.5,11.5,23.4,103.9,0.4,4.0,6291.0,68.1,2500.0,0.3,80.5,351625.0,180.0,35070.0,5043.0,5.0,9.3,43.0,42.6,46.9,21.4,29.1,39.0,61.0,0.0,14.8,13.2,4.2,3.4,18.0,7.0,47.0,113.0,100.0,317.5,1.0,20.4,33.6,679.1,213.8,55.6,20.5,0.7,5.3,0.6,3.5,3.7,36.8
